Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),ZONE_0:Zone Mean Radiant Temperature [C](Hourly),ZONE_0:Zone Windows Total Transmitted Solar Radiation Energy [J](Hourly),ZONE_0:Zone Mean Air Temperature [C](Hourly),ZONE_0:Zone Operative Temperature [C](Hourly),ZONE_0:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](Hourly),ZONE_0:Zone Infiltration Mass Flow Rate [kg/s](Hourly),ZONE_0:Zone Infiltration Air Change Rate [ach](Hourly),ZONE_0:Zone Ventilation Mass Flow Rate [kg/s](Hourly),ZONE_0:Zone Ventilation Air Change Rate [ach](Hourly),ZONE_0:Zone Air Temperature [C](Hourly),ZONE_0:Zone Air Humidity Ratio [](Hourly),ZONE_0:Zone Air Relative Humidity [%](Hourly),PEOPLE ZONE_0:Zone Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status [](Hourly),PEOPLE ZONE_0:Zone Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature [C](Hourly),ZONE_0:Zone Thermal Comfort ASHRAE 55 Simple Model Summer or Winter Clothes Not Comfortable Time [hr](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Outdoor Air Total Heating Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Outdoor Air Total Cooling Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Heat Recovery Total Heating Energy [J](Hourly),ZONE_0 IDEAL LOADS AIR:Zone Ideal Loads Heat Recovery Total Cooling Energy [J](Hourly),ZONE_0:Zone Mechanical Ventilation Mass Flow Rate [kg/s](Hourly) 
 08/12  02:00:00,16.93,0.010712927070678223,88.1,23.7759397630828,0.0,21.445081982060913,22.610510872571854,0.011044536912155088,0.007903652347901809,0.10161111039701931,0.18562478929653353,2.3819025543737244,21.445081982060913,0.011044536912155088,68.58189784024941,0.6,22.960319444444448,0.0,0.0,0.0,0.0,615049.8060966149,0.0,0.0,0.0,0.0,0.0308486581158861 
 08/12  03:00:00,15.585000000000003,0.010106246674045407,90.65,23.336839661851965,0.0,20.65829959391281,21.99756962788239,0.010400118072854347,0.007948087682043262,0.10180582612398378,0.20769900390802887,2.655477998896087,20.65829959391281,0.010400118072854347,67.89665486688781,0.3,22.960319444444448,0.0,0.0,0.0,0.0,684224.1372025888,0.0,0.0,0.0,0.0,0.0308486581158861 
 08/12  04:00:00,14.285,0.009594071786164837,93.65,22.993739356508446,0.0,20.528043907221434,21.760891631864933,0.009922245713894433,0.007990510130977346,0.10222639318892993,0.2299413613517011,2.9283062702351392,20.528043907221434,0.009922245713894433,65.42605566815627,0.3,22.960319444444448,0.0,1007079.3189575386,0.0,799600.9109115696,644643.2454160831,207888.5446577518,0.0,0.0,0.0,0.0308486581158861 
 08/12  05:00:00,12.930000000000001,0.009057903730022271,96.65,22.788615785434096,0.0,21.52925845431249,22.158937119873293,0.00959879235512424,0.008035181344154974,0.10309584453079072,0.0,0.0,21.52925845431249,0.00959879235512424,59.410705550478454,0.0,22.960319444444448,0.0,0.0,0.0,0.0,1095599.6943792533,0.0,0.0,0.0,0.0,0.0308486581158861 
 08/12  06:00:00,12.465,0.008855046850197223,97.45,22.71934043062671,20659.560088923332,20.812648999731568,21.765994715179133,0.009193054650682988,0.008050832913143565,0.10297909680603998,0.2563631795072897,3.262347501738394,20.812648999731568,0.009193054650682988,59.607724800448885,0.1,22.960319444444448,0.0,2447963.098049889,0.0,2234932.4854267836,572607.2824731485,213404.02888562848,0.0,0.0,0.0,0.0222905249418191 
 08/12  07:00:00,13.205000000000002,0.009098139806310855,95.35,22.541311318271063,547565.92606382,20.51309872877029,21.527205023520672,0.009064798065626538,0.008026945157051192,0.10254785912840447,0.12279455234975208,1.56170434029884,20.51309872877029,0.009064798065626538,59.903015585126354,0.0,22.960319444444448,0.0,1184491.8839393733,0.0,1075951.8405427504,272413.77218886366,116582.95545313947,0.0,0.0,0.0,0.014926592543196986 
 08/12  08:00:00,14.855,0.00970080746174105,91.25,22.58431837740952,1005396.8345213354,20.418628845027346,21.501473611218437,0.009488171380336292,0.00797337394990362,0.10189918876127473,0.2237380371389778,2.8484991298914806,20.418628845027346,0.009488171380336292,63.10655660852494,0.1,22.960319444444448,0.0,639441.690371934,0.0,607770.208663631,131695.489532949,53963.992493263744,0.0,0.0,0.0,0.00875686092001977 
 08/12  09:00:00,17.394999999999996,0.010661268943304675,85.15,22.735522727248316,1527520.4718759705,21.163449030403218,21.94948587882576,0.010277177692824751,0.007891705700099592,0.1012374610782845,0.1703361813802885,2.1827003387802355,21.163449030403218,0.010277177692824751,65.0188039747971,0.2,22.960319444444448,0.0,0.0,0.0,38377.65513620589,117785.17295911009,0.0,0.0,0.0,0.0,0.00875686092001977 
 08/12  10:00:00,20.405,0.011742920597208164,77.6,23.130089685011804,1760341.739452554,22.12694148593482,22.62851558547331,0.01137279944933884,0.007797462381894863,0.10052951919729161,0.15998468364758622,2.0613455195918706,22.12694148593482,0.01137279944933884,67.62590851173653,0.9,22.960319444444448,0.0,0.0,0.0,37492.207410522184,49465.262864361706,0.0,0.0,0.0,0.0,0.00875686092001977 
 08/12  11:00:00,23.615000000000002,0.012723360734835074,69.05,23.667311861911998,1788781.5815338606,24.104637889027025,23.885974875469508,0.012012430374943072,0.007701210382833749,0.10005447205145494,0.0,0.0,24.104637889027025,0.012012430374943072,63.334435940689275,1.0,22.960319444444448,0.5,0.0,0.0,107795.47773192014,21844.39250481377,0.0,0.0,0.0,0.0,0.014926592543196986 
